default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,follower_friend_ratio,tweets_per_follower,profile_completeness,description_has_url,name_has_numbers,account_type_encoded
0,0,720.0,132,509.0,0,2591,0,0.6151471984805318,4212,0.2588235294117647,19.4812030075188,0.5,0,0,1
1,0,4125.0,199,239.0,1,5991,0,2.0744459833795013,2888,0.8291666666666667,29.955,0.75,0,0,1
1,0,458.0,16,0.0,0,101,0,0.0275429506408508,3667,16.0,5.941176470588236,0.5,1,0,0
0,0,372.0,66,53.0,1,1723,0,0.8247965533748205,2089,1.2222222222222223,25.71641791044776,1.0,0,0,1
0,0,198.0,21,75.0,0,348,0,0.0840376720598889,4141,0.2763157894736842,15.818181818181818,0.5,0,0,1
0,0,4.0,9,54.0,0,827,0,0.2873523280055594,2878,0.1636363636363636,82.7,0.75,0,0,0
1,0,3669.0,239,305.0,1,6481,0,1.5974858269657382,4057,0.7810457516339869,27.004166666666663,0.75,0,0,1
1,0,56.0,428,15.0,0,2936,0,3.014373716632444,974,26.75,6.843822843822844,0.5,0,1,1
0,0,20632.0,5732,1836.0,1,10840,1,2.598274209012464,4172,3.120304844855743,1.8908076050933196,1.0,0,0,1
1,0,2088.0,7,47.0,0,2824,0,1.3074074074074074,2160,0.1458333333333333,353.0,0.25,0,0,0
0,0,2136.0,97,246.0,0,3792,0,1.1071532846715328,3425,0.3927125506072874,38.69387755102041,0.5,0,0,0
1,0,0.0,22,28.0,0,4145,0,1.51609363569861,2734,0.7586206896551724,180.2173913043478,0.5,0,1,0
0,0,2543.0,45,86.0,0,3853,0,1.3309153713298791,2895,0.5172413793103449,83.76086956521739,0.75,0,1,0
1,0,22.0,9,298.0,0,8,0,0.0019935210565661,4013,0.0301003344481605,0.8,0.5,1,1,0
0,0,3607.0,78,461.0,0,974,0,0.2997845490920283,3249,0.1688311688311688,12.329113924050631,0.75,1,0,1
0,0,2399.0,21010,1305.0,1,20996,1,5.009782868050585,4191,16.08728943338438,0.9992860882394936,1.0,0,0,1
1,0,346.0,6,0.0,0,370,0,0.2532511978097194,1461,6.0,52.85714285714285,0.5,0,1,0
0,0,21654.5,8351,2174.5,0,40853,0,13.066813538490877,1742,3.838657779820731,4.891403256704981,0.75,0,1,1
0,0,4.0,21010,66.0,1,7500,1,1.860119047619048,4032,313.5820895522388,0.3569558802532007,0.75,0,0,1
1,0,21654.5,801,726.0,1,23347,0,7.845094086021505,2976,1.1017881705639614,29.110972568578557,0.75,0,0,1
1,0,150.0,2,0.0,0,274,0,0.2106072252113758,1301,2.0,91.33333333333331,0.5,0,0,1
0,0,319.0,21010,725.0,1,15210,0,3.756483082242529,4049,28.939393939393938,0.7239065251534911,1.0,0,0,1
1,0,158.0,0,0.0,0,302,0,0.2104529616724738,1435,0.0,302.0,0.5,0,1,1
0,0,1108.0,73,0.0,0,1588,0,0.3897889052528228,4074,73.0,21.45945945945946,0.5,0,1,0
1,0,21654.5,1824,2174.5,0,17602,0,7.219852337981952,2438,0.8384279475982532,9.644931506849314,0.5,0,0,1
0,0,338.0,145,1469.0,0,1070,0,1.1122661122661122,962,0.0986394557823129,7.328767123287672,0.75,0,1,1
1,0,1320.0,1,16.0,0,1889,0,0.5426601551278368,3481,0.0588235294117647,944.5,0.25,0,1,0
1,0,88.0,0,0.0,0,216,0,0.1494809688581314,1445,0.0,216.0,0.5,0,0,1
1,0,44.0,25,1067.0,1,127,0,0.0462490895848506,2746,0.0234082397003745,4.884615384615385,0.5,0,0,0
1,0,96.0,19,41.0,0,254,0,0.0768997880714502,3303,0.4523809523809524,12.7,0.25,0,1,1
0,0,21449.0,2437,2174.5,0,12218,0,3.933676754668384,3106,1.1202022523557802,5.011484823625923,0.75,0,0,1
1,0,346.0,0,20.0,0,346,0,0.245042492917847,1412,0.0,346.0,0.5,0,1,0
1,0,1726.0,126,227.0,1,2952,0,1.0864924549135075,2717,0.5526315789473685,23.244094488188978,0.75,0,1,1
0,0,3230.0,1263,212.0,1,40853,0,13.066813538490877,2632,5.929577464788732,32.32041139240506,1.0,0,0,0
0,0,1215.0,603,1228.0,1,40853,0,13.066813538490877,4177,0.4906427990235964,67.63741721854305,1.0,0,0,1
1,0,6001.0,35,177.0,0,801,0,0.4510135135135135,1776,0.196629213483146,22.25,0.5,0,0,1
1,0,4580.0,281,262.0,1,1903,0,0.7291187739463602,2610,1.0684410646387832,6.74822695035461,0.75,0,1,1
1,0,2220.0,3,1.0,0,3157,0,1.0,3157,1.5,789.25,0.25,0,0,0
0,0,347.0,21010,472.0,1,13007,1,3.1570388349514564,4120,44.41860465116279,0.6190566845937842,1.0,1,0,1
1,0,1187.0,4,28.0,0,1780,0,1.3787761425251743,1291,0.1379310344827586,356.0,0.25,0,0,0
0,0,3494.0,357,225.0,0,2462,0,0.9723538704581358,2532,1.579646017699115,6.877094972067039,0.75,0,0,1
0,0,6207.0,21010,2174.5,1,40853,1,13.066813538490877,4225,9.65754998850839,1.944362476797868,1.0,1,0,1
0,0,4159.0,1577,1352.0,1,7779,0,2.174727425216662,3577,1.1655580192165558,4.929657794676806,1.0,0,0,1
0,0,11108.0,6581,2174.5,1,26989,0,6.538032945736434,4128,3.025051712250057,4.100425402613188,1.0,0,0,1
1,0,1003.0,97,180.0,0,411,0,0.1219222782557104,3371,0.5359116022099447,4.1938775510204085,0.5,0,0,1
0,0,7361.0,25,116.0,0,666,0,0.2405200433369447,2769,0.2136752136752136,25.615384615384617,0.75,0,1,1
0,0,21654.5,3445,2174.5,0,1437,0,0.3932676518883415,3654,1.5835440128706044,0.4170052234474753,0.75,0,0,0
0,0,1.0,55,2.0,0,1007,0,0.9882237487733072,1019,18.33333333333333,17.982142857142858,0.75,0,0,0
1,0,0.0,29,8.0,0,5316,0,4.638743455497382,1146,3.2222222222222223,177.2,0.5,0,0,0
1,0,0.0,153,0.0,0,23967,0,13.066813538490877,1010,153.0,155.62987012987014,0.5,0,1,0
1,0,5.0,207,219.0,0,1990,0,1.5331278890600923,1298,0.9409090909090908,9.567307692307692,0.5,0,0,0
1,0,4266.0,866,2135.0,0,2571,0,1.611912225705329,1595,0.4054307116104869,2.9653979238754324,0.5,0,0,1
1,0,824.0,0,0.0,1,1203,0,0.4193098640641338,2869,0.0,1203.0,0.5,0,1,0
0,0,21654.5,1519,1281.0,0,40853,0,13.066813538490877,3833,1.1848673946957875,26.87697368421053,0.75,1,0,0
0,0,18724.0,1495,2174.5,1,3291,0,0.7897768178545717,4167,0.6871983452079982,2.199866310160428,1.0,1,0,1
0,0,1851.0,387,914.0,1,9535,0,2.293169793169793,4158,0.4229508196721311,24.57474226804124,1.0,0,0,1
0,0,30.0,54,0.0,0,1523,0,0.4358900973096737,3494,54.0,27.69090909090909,0.75,0,0,1
0,0,18319.0,21010,2174.5,1,30882,1,7.326690391459075,4215,9.65754998850839,1.469801532530579,1.0,0,0,0
0,0,165.0,15,0.0,0,56,0,0.0154995848325491,3613,15.0,3.5,0.75,1,1,0
0,0,5393.0,264,637.0,0,573,0,0.2322659100121605,2467,0.4137931034482758,2.1622641509433964,0.75,0,0,1
1,0,4058.0,1204,412.0,1,12668,0,5.483982683982684,2310,2.915254237288136,10.51286307053942,0.5,0,0,1
1,0,2352.0,17,0.0,0,3202,0,1.036581417934607,3089,17.0,177.88888888888889,0.25,0,1,0
0,0,13892.0,21010,147.0,1,30539,1,7.559158415841584,4040,141.95945945945945,1.453476750273666,0.75,0,0,1
0,0,2246.0,21010,2174.5,0,40853,0,10.700864422202002,4396,9.65754998850839,1.944362476797868,0.75,0,0,0
0,0,2844.0,1954,691.0,1,21528,0,4.291010564082121,5017,2.8236994219653178,11.011764705882351,1.0,0,0,1
1,0,290.0,6,0.0,0,59,0,0.0153565851119208,3842,6.0,8.428571428571429,0.5,1,1,0
1,0,199.0,73,713.0,1,107,0,0.0351395730706075,3045,0.1022408963585434,1.445945945945946,0.75,1,1,0
0,0,100.0,21010,20.0,1,36900,1,10.444381545428817,3533,1000.4761904761904,1.7562229308457475,1.0,0,0,0
1,0,543.0,38,0.0,0,45,0,0.0150300601202404,2994,38.0,1.1538461538461535,0.5,1,1,0
1,0,1314.0,47,47.0,0,1996,0,0.6455368693402329,3092,0.9791666666666666,41.583333333333336,0.25,0,0,0
1,0,1286.0,6,76.0,0,1751,0,0.8095238095238095,2163,0.0779220779220779,250.14285714285717,0.25,0,0,0
1,0,123.0,6,0.0,0,28,0,0.0094371418941691,2967,6.0,4.0,0.5,1,0,0
0,0,671.0,353,569.0,0,894,0,0.2369467267426451,3773,0.6192982456140351,2.5254237288135597,0.75,0,1,1
0,0,17.0,237,0.0,0,6605,0,1.709368530020704,3864,237.0,27.752100840336134,0.75,0,0,1
0,0,7800.0,427,724.0,0,5204,0,1.086656922113176,4789,0.5889655172413794,12.158878504672897,0.75,0,0,1
1,0,458.0,19,0.0,0,2,0,0.0018467220683287,1083,19.0,0.1,0.25,0,0,0
0,0,4965.0,155,327.0,1,5378,0,1.3639360892721275,3943,0.4725609756097561,34.47435897435897,1.0,0,1,0
0,0,4663.0,7203,2174.5,0,8356,0,2.9206571128975884,2861,3.310962997012181,1.1599111604664076,0.75,0,0,1
0,0,21654.5,21010,969.0,1,3497,1,0.817820392890552,4276,21.65979381443299,0.1664366284327257,1.0,0,0,1
1,0,471.0,1375,2130.0,0,1001,0,0.934640522875817,1071,0.645236977944627,0.7274709302325582,0.5,0,0,0
1,0,11989.0,207,328.0,1,1354,0,1.0945836701697655,1237,0.6291793313069909,6.509615384615385,0.75,0,0,1
1,0,155.0,1,0.0,0,253,0,0.1921032649962035,1317,1.0,126.5,0.5,0,0,1
1,0,75.0,0,0.0,0,108,0,0.0975609756097561,1107,0.0,108.0,0.5,0,1,1
1,0,4075.0,1352,2174.5,1,4233,0,1.4785190359762488,2863,0.6214663295794071,3.12860310421286,0.75,0,0,1
1,0,3687.0,178,218.0,0,3955,0,2.3182883939038685,1706,0.8127853881278538,22.094972067039105,0.5,0,0,0
0,0,2116.0,16,62.0,1,3047,0,0.8331966092425486,3657,0.2539682539682539,179.23529411764707,0.75,0,1,0
0,0,4.0,21010,2174.5,0,6980,1,1.6750659947204225,4167,9.65754998850839,0.3322069392223121,0.75,0,0,1
0,0,372.0,15619,664.0,1,7872,0,2.0672268907563027,3808,23.487218045112783,0.5039692701664533,1.0,0,0,0
0,0,1220.0,21010,2174.5,1,3015,0,1.101571063207892,2737,9.65754998850839,0.1434962638617866,1.0,0,1,1
0,0,1669.0,6667,1520.0,1,6978,1,1.8987755102040813,3675,4.383300460223537,1.046490701859628,1.0,0,0,1
0,0,1189.0,21010,63.0,1,11430,1,2.666822211852544,4286,328.28125,0.5440007615058778,1.0,0,0,1
1,0,1502.0,1,2.0,1,22337,0,11.085359801488831,2015,0.3333333333333333,11168.5,0.5,0,1,1
0,0,12408.0,13135,2122.0,0,8952,0,2.133460438512869,4196,6.186999528968441,0.6814859926918392,0.75,0,0,1
0,0,21654.5,941,808.0,1,40853,0,13.066813538490877,2368,1.1631644004944377,43.36836518046709,0.75,0,1,1
0,0,3837.0,21010,134.0,1,40853,1,13.066813538490877,4220,155.62962962962962,1.944362476797868,1.0,1,0,0
1,0,3.0,21010,396.0,0,6116,1,1.5964500130514223,3831,52.92191435768262,0.2910856218171434,0.25,0,0,1
1,0,227.0,17,276.0,0,800,0,0.2049180327868852,3904,0.0613718411552346,44.44444444444444,0.25,0,0,1
0,0,21654.5,21010,2174.5,0,4708,1,1.0379188712522045,4536,9.65754998850839,0.2240731045642758,0.75,0,0,1
1,0,3540.0,38,53.0,0,3904,0,2.229583095374072,1751,0.7037037037037037,100.1025641025641,0.5,0,0,0
1,0,12.0,2,0.0,0,121,0,0.0982142857142857,1232,2.0,40.333333333333336,0.5,0,1,0
0,0,19913.0,1078,1161.0,0,18706,0,5.143249931262029,3637,0.927710843373494,17.33642261353105,0.75,1,0,1
1,0,520.0,58,241.0,1,256,0,0.1386031402273957,1847,0.2396694214876033,4.338983050847458,0.75,0,0,1
1,0,21654.5,255,145.0,1,8025,0,3.547745358090186,2262,1.7465753424657535,31.34765625,0.75,0,0,1
0,0,2.0,350,1.0,0,17971,0,9.651450053705693,1862,175.0,51.1994301994302,0.75,0,0,0
0,0,4015.0,21010,11.0,0,13280,1,3.802978235967928,3492,1750.8333333333333,0.6320498786350007,0.75,0,0,1
0,0,3396.0,46,132.0,1,4542,0,1.0915645277577506,4161,0.3458646616541353,96.63829787234044,1.0,0,0,1
1,0,146.0,9,132.0,0,26,0,0.0113735783027121,2286,0.0676691729323308,2.6,0.5,1,0,0
1,0,11.0,21010,143.0,0,314,0,0.1005765534913517,3122,145.90277777777777,0.0149445528532673,0.25,0,0,1
1,0,643.0,81,284.0,0,197,0,0.1649916247906197,1194,0.2842105263157894,2.402439024390244,0.5,0,0,1
0,0,4657.0,21010,405.0,0,11173,1,2.696187258687259,4144,51.748768472906406,0.5317690733425349,0.75,0,0,1
0,0,8711.0,133,0.0,1,2186,0,0.7320830542531815,2986,133.0,16.313432835820894,0.75,0,0,1
1,0,3558.0,326,587.0,1,2261,0,0.7474380165289256,3025,0.5544217687074829,6.914373088685015,0.75,0,0,1
0,0,844.0,3,0.0,0,1332,0,0.3312608803780154,4021,3.0,333.0,0.75,0,0,0
1,0,104.0,10,147.0,1,28,0,0.0102227090178897,2739,0.0675675675675675,2.5454545454545454,0.75,1,1,0
0,0,8.0,228,118.0,0,1734,0,0.3525106729009961,4919,1.915966386554622,7.572052401746725,0.75,0,0,1
0,0,1281.0,403,623.0,0,276,0,0.1695331695331695,1628,0.6458333333333334,0.6831683168316832,0.5,0,0,0
1,0,77.0,2,0.0,0,197,0,0.1511895625479662,1303,2.0,65.66666666666667,0.5,0,1,1
0,0,108.0,35,28.0,0,307,0,0.1688668866886688,1818,1.206896551724138,8.527777777777779,0.75,0,0,0
1,0,23.0,112,325.0,0,1039,0,0.3138972809667674,3310,0.3435582822085889,9.194690265486726,0.5,0,0,1
0,0,21654.5,362,1434.0,0,17441,0,5.137260677466863,3395,0.2522648083623693,48.04683195592286,0.75,0,0,1
1,0,3541.0,25,37.0,0,3884,0,2.2181610508280984,1751,0.6578947368421053,149.3846153846154,0.5,0,0,0
1,0,175.0,2,0.0,0,241,0,0.0817503392130257,2948,2.0,80.33333333333333,0.25,0,0,0
0,0,6052.0,13674,2174.5,1,24158,1,6.057673019057171,3988,6.285451620317168,1.766581352833638,1.0,0,0,1
1,0,120.0,3,0.0,0,15,0,0.0058800470403763,2551,3.0,3.75,0.5,1,0,0
0,0,8942.0,1898,807.0,1,10848,1,2.601438848920864,4170,2.349009900990099,5.712480252764613,1.0,0,0,1
0,0,529.0,54,81.0,1,735,0,0.1761744966442953,4172,0.6585365853658537,13.363636363636363,1.0,0,1,1
1,0,91.0,0,0.0,0,203,0,0.1404844290657439,1445,0.0,203.0,0.5,0,0,1
1,0,561.0,15,1647.0,0,809,0,0.3053982634956587,2649,0.0091019417475728,50.5625,0.25,0,0,0
1,0,1658.0,11,0.0,0,2082,0,0.8477198697068404,2456,11.0,173.5,0.5,0,0,0
0,0,11478.0,289,283.0,0,5665,0,1.679513785947228,3373,1.017605633802817,19.53448275862069,0.75,0,1,1
0,0,3071.0,450,256.0,0,40853,0,13.066813538490877,2278,1.7509727626459144,90.58314855875832,0.75,0,0,1
0,0,9579.0,21010,2174.5,1,19224,1,4.613390928725702,4167,9.65754998850839,0.914949312265004,1.0,0,0,1
1,0,1213.0,0,20.0,0,1883,0,0.5367730900798175,3508,0.0,1883.0,0.25,0,0,0
1,0,1488.0,1215,2174.5,1,16247,0,4.884846662657847,3326,0.558492300620547,13.361019736842104,0.75,0,0,1
1,0,1.0,7,0.0,0,2551,0,0.7839582052858021,3254,7.0,318.875,0.25,0,1,0
0,0,6974.0,1380,2174.5,1,23453,0,6.766589728793999,3466,0.6343369340381522,16.98262128892107,1.0,0,0,0
0,0,13112.0,4529,1021.0,1,10953,0,5.3429268292682925,2050,4.431506849315069,2.4178807947019867,1.0,1,0,1
1,0,316.0,9,0.0,0,63,0,0.0215458276333789,2924,9.0,6.3,0.5,1,0,0
0,0,3964.0,21010,2174.5,1,40853,1,13.066813538490877,4505,9.65754998850839,1.944362476797868,1.0,1,0,1
0,0,1734.0,759,675.0,1,2332,0,1.0943219145940872,2131,1.1227810650887573,3.068421052631579,1.0,0,0,1
1,0,17342.0,2699,1024.0,1,13302,1,3.389908256880734,3924,2.633170731707317,4.926666666666667,0.75,1,0,1
1,0,2546.0,13243,816.0,1,14113,1,4.087170576310455,3453,16.209302325581394,1.0656146179401993,0.75,0,0,1
0,0,2265.0,426,0.0,0,5329,0,1.8125850340136047,2940,426.0,12.480093676814988,0.75,0,1,0
0,0,2070.0,99,61.0,0,2964,0,0.7336633663366336,4040,1.596774193548387,29.64,0.5,0,0,0
0,0,21654.5,21010,2174.5,0,40853,0,13.066813538490877,3859,9.65754998850839,1.944362476797868,0.75,1,0,1
1,0,5821.0,21010,5.0,1,4471,1,3.087707182320442,1448,3501.6666666666665,0.2127932987482747,0.75,0,0,1
1,0,45.0,0,0.0,0,107,0,0.0740997229916897,1444,0.0,107.0,0.5,0,1,1
1,0,3935.0,4933,1111.0,1,17239,1,6.449307893752338,2673,4.436151079136691,3.4939197405755977,0.75,0,0,1
0,0,191.0,29,149.0,0,39,0,0.0109427609427609,3564,0.1933333333333333,1.3,0.5,0,0,0
0,0,21654.5,3675,1021.0,0,40853,0,13.066813538490877,1909,3.595890410958904,11.113438520130575,0.75,0,1,1
1,0,997.0,60,1471.0,0,430,0,0.1735970932579733,2477,0.0407608695652173,7.049180327868853,0.5,0,1,0
0,0,431.0,21010,160.0,0,1433,1,0.3351262862488307,4276,130.49689440993788,0.0682023701870448,0.5,0,0,1
1,0,69.0,5,44.0,0,16,0,0.0066197765825403,2417,0.1111111111111111,2.6666666666666665,0.5,1,0,0
0,0,21654.5,664,2174.5,1,40853,0,13.066813538490877,4325,0.3052171914502413,61.43308270676692,1.0,0,0,1
0,0,17604.0,700,559.0,1,17381,0,4.506352087114338,3857,1.25,24.79457917261056,1.0,0,0,1
1,0,0.0,1176,0.0,0,5091,0,2.367906976744186,2150,1176.0,4.325403568394223,0.25,0,0,0
1,0,1332.0,11,37.0,0,1334,0,0.9225449515905948,1446,0.2894736842105263,111.16666666666669,0.5,0,0,0
0,0,20513.0,764,838.0,1,40853,0,13.066813538490877,3752,0.9106078665077472,53.402614379084966,1.0,0,0,1
0,0,4329.0,433,378.0,1,5073,0,1.0313071762553363,4919,1.1424802110817942,11.6889400921659,1.0,0,0,1
1,0,414.0,2,0.0,0,850,0,0.7855822550831792,1082,2.0,283.3333333333333,0.5,0,1,1
1,0,72.0,4,50.0,1,74,0,0.0267727930535455,2764,0.0784313725490196,14.8,0.5,0,1,0
0,0,19108.0,21010,0.0,1,697,0,0.152683461117196,4565,21010.0,0.0331730998048641,0.75,0,0,1
0,0,9343.0,1188,620.0,1,40853,0,13.066813538490877,2442,1.9130434782608696,34.35912531539108,1.0,0,0,1
0,0,7014.0,21010,233.0,0,34616,1,8.54716049382716,4050,89.78632478632478,1.647517966779306,0.75,0,0,1
1,0,242.0,49,231.0,1,260,0,0.0872190540087219,2981,0.2112068965517241,5.2,0.75,0,1,1
0,0,1064.0,171,288.0,1,628,0,0.1960049937578027,3204,0.5916955017301038,3.651162790697674,1.0,0,0,1
1,0,121.0,0,0.0,0,205,0,0.1833631484794275,1118,0.0,205.0,0.5,0,1,1
0,0,21654.5,550,494.0,1,24533,0,8.445094664371773,2905,1.1111111111111112,44.524500907441016,1.0,0,0,1
0,0,11883.0,422,1184.0,0,40853,0,12.547116736990157,3555,0.3561181434599156,96.57919621749409,0.75,0,1,1
0,0,2490.0,48,0.0,0,3322,0,1.1775965969514357,2821,48.0,67.79591836734694,0.75,0,0,0
0,0,1249.0,440,418.0,1,6819,0,1.3862573693840212,4919,1.0501193317422437,15.462585034013603,1.0,0,0,1
0,0,4427.0,64,266.0,0,636,0,0.4447552447552447,1430,0.2397003745318352,9.784615384615384,0.75,0,0,1
1,0,1306.0,775,1202.0,1,25772,0,8.78690760313672,2933,0.6442227763923525,33.21134020618557,0.5,0,0,1
1,0,21654.5,8101,2174.5,0,18163,0,11.18411330049261,1624,3.723741668581935,2.241792150086398,0.5,0,0,1
0,0,16862.0,2416,678.0,1,18591,0,13.066813538490877,1392,3.5581737849779085,7.691766652875465,1.0,0,0,1
1,0,901.0,63,0.0,0,135,0,0.0458404074702886,2945,63.0,2.109375,0.5,1,1,0
1,0,366.0,27,232.0,0,176,0,0.0768894713848842,2289,0.1158798283261802,6.285714285714286,0.25,0,1,1
0,0,2265.0,116,10.0,0,7125,0,2.2887889495663347,3113,10.545454545454543,60.8974358974359,0.75,0,0,0
1,0,119.0,21010,464.0,1,1498,1,0.4822923374114617,3106,45.18279569892473,0.0712959878159059,0.75,0,0,1
1,0,488.0,21010,2174.5,0,5821,0,2.7226379794200186,2138,9.65754998850839,0.2770453571938508,0.5,0,1,1
1,0,18487.0,709,1240.0,1,8728,0,4.2143891839690975,2071,0.5713134568896051,12.292957746478873,0.75,0,0,1
1,0,21654.5,268,821.0,0,7172,0,2.3187843517620434,3093,0.3260340632603406,26.66171003717472,0.5,1,1,1
1,0,854.0,19,31.0,0,1198,0,0.2938435123865587,4077,0.59375,59.9,0.25,0,1,0
1,0,2208.0,161,83.0,0,2902,0,1.0079888850295242,2879,1.9166666666666667,17.91358024691358,0.5,0,1,0
1,0,128.0,1,0.0,0,282,0,0.1951557093425605,1445,1.0,141.0,0.5,0,0,1
0,0,12060.0,21010,2174.5,0,16491,1,7.313082039911309,2255,9.65754998850839,0.7848745895007377,0.75,0,0,1
0,0,1463.0,200,0.0,0,2399,0,0.728072837632777,3295,200.0,11.935323383084578,0.75,0,0,1
0,0,4427.0,1611,893.0,1,11773,1,2.810455956075436,4189,1.802013422818792,7.303349875930521,1.0,0,0,1
1,0,21654.5,187,250.0,0,16545,0,7.544459644322845,2193,0.7450199203187251,88.00531914893617,0.5,0,0,1
0,0,2321.0,31,0.0,0,4000,0,1.0626992561105206,3764,31.0,125.0,0.75,0,0,0
0,0,13975.0,21010,1414.0,1,5041,1,1.2404035433070866,4064,14.848056537102474,0.2399219456475179,1.0,0,1,1
1,0,66.0,21010,239.0,0,778,1,0.4002057613168724,1944,87.54166666666667,0.0370282233115986,0.5,0,0,1
0,0,5.0,52,50.0,0,4034,0,0.9909113239990176,4071,1.0196078431372548,76.11320754716981,0.5,0,0,1
0,0,4057.0,21010,771.0,1,8844,1,2.133140376266281,4146,27.21502590673575,0.4209223739945743,1.0,0,0,1
0,0,21654.5,1184,1184.0,0,40853,0,13.066813538490877,3772,0.99915611814346,34.47510548523207,0.75,0,0,1
1,0,0.0,1006,9.0,0,40521,0,13.066813538490877,2587,100.6,40.23932472691162,0.5,0,1,0
1,0,2347.0,21,127.0,0,3384,0,0.8328821068176224,4063,0.1640625,153.8181818181818,0.25,0,0,0
1,0,132.0,21010,19.0,0,40853,0,13.066813538490877,2975,1050.5,1.944362476797868,0.5,0,0,0
1,0,133.0,1,0.0,0,210,0,0.151624548736462,1385,1.0,105.0,0.5,0,1,1
0,0,1693.0,12183,2174.5,0,40853,0,13.066813538490877,3874,5.600091932888991,3.3530039395929085,0.75,0,0,1
1,0,21654.5,346,2174.5,1,36061,0,10.07853549468977,3578,0.1590438979544932,103.92219020172912,0.5,0,0,1
0,0,804.0,21010,115.0,1,4544,0,1.1186607582471688,4062,181.1206896551724,0.2162676693160725,1.0,0,0,1
0,0,9500.0,21010,189.0,1,14424,0,4.586327503974563,3145,110.57894736842104,0.6864975489029556,1.0,1,0,1
0,0,661.0,23,38.0,1,1505,0,0.4931192660550458,3052,0.5897435897435898,62.708333333333336,1.0,0,0,1
0,0,7999.0,129,368.0,1,3241,0,1.1448251501236313,2831,0.3495934959349593,24.93076923076923,1.0,0,0,1
0,0,6.0,49,0.0,0,180,0,0.0505334081976417,3562,49.0,3.6,0.75,0,0,1
0,0,2259.0,23,25.0,0,520,0,0.1969696969696969,2640,0.8846153846153846,21.666666666666668,0.5,0,0,0
1,0,1729.0,138,52.0,0,4898,0,2.378824672170957,2059,2.60377358490566,35.23741007194245,0.25,0,0,0
1,0,36.0,1,0.0,0,389,0,0.3367965367965368,1155,1.0,194.5,0.5,0,1,0
0,0,12.0,21010,26.0,0,25671,0,6.341650197628459,4048,778.1481481481482,1.2217885869306553,0.75,1,0,1
1,0,291.0,867,784.0,0,24494,0,11.73646382367034,2087,1.1044585987261146,28.21889400921659,0.5,0,1,0
0,0,106.0,9,70.0,0,3491,0,0.8643228521911365,4039,0.1267605633802817,349.1,0.75,0,0,1
0,0,7856.0,21010,2174.5,1,28183,1,7.943348365276212,3548,9.65754998850839,1.341345009756794,1.0,0,0,1
0,0,3055.0,21010,2174.5,1,12867,1,2.9150430448572724,4414,9.65754998850839,0.6123935081623911,1.0,0,0,1
0,0,1.0,871,931.0,0,34830,0,9.342811158798284,3728,0.934549356223176,39.94266055045872,0.75,0,0,1
0,0,4638.0,1279,2056.0,1,20467,0,5.027511667894866,4071,0.6217792902284881,15.98984375,1.0,0,0,1
0,0,1030.0,89,612.0,0,1389,0,0.4251606978879706,3267,0.1451876019575856,15.433333333333334,0.75,0,0,1
0,0,12943.0,3092,2174.5,1,40853,0,13.066813538490877,3738,1.421282463801425,13.20821209182024,1.0,0,1,1
0,0,444.0,21010,253.0,0,7781,0,1.992063492063492,3906,82.71653543307086,0.3703298272333539,0.75,0,1,1
0,0,4126.0,406,850.0,0,5832,0,2.832442933462846,2059,0.4770857814336075,14.32923832923833,0.5,0,1,0
0,0,21654.5,490,380.0,1,39463,0,13.066813538490877,1789,1.2860892388451444,80.37270875763747,1.0,0,0,1
0,0,165.0,21010,2154.0,0,9090,1,2.160171102661597,4208,9.749419953596288,0.4326305268668792,0.75,0,0,1
1,0,2009.0,1108,1837.0,1,861,0,0.2988545643873655,2881,0.602829162132753,0.7763751127141569,0.75,1,0,1
1,0,849.0,28,0.0,1,1341,0,0.4114759128567045,3259,28.0,46.241379310344826,0.75,0,0,1
1,0,84.0,1,0.0,0,15,0,0.0067415730337078,2225,1.0,7.5,0.5,1,1,0
0,0,21654.5,21010,945.0,1,30016,1,7.253745770903818,4138,22.209302325581397,1.4285850268906763,1.0,0,0,1
0,0,978.0,16,0.0,0,1562,0,0.4055036344755971,3852,16.0,91.88235294117646,0.5,0,0,1
1,0,15540.0,3606,2174.5,1,21243,0,8.880852842809364,2392,1.6575499885083889,5.889381757693374,0.75,0,0,0
0,0,1400.0,19,31.0,1,2124,0,0.5734341252699784,3704,0.59375,106.2,0.75,0,0,0
1,0,1132.0,21,93.0,1,1712,0,0.4023501762632197,4255,0.2234042553191489,77.81818181818181,0.75,0,0,0
1,0,2193.0,48,105.0,0,2982,0,0.797966283114798,3737,0.4528301886792453,60.85714285714285,0.25,0,1,0
0,0,2947.0,399,273.0,1,5751,0,1.6969607553850694,3389,1.4562043795620438,14.3775,1.0,0,0,0
1,0,133.0,1,0.0,0,276,0,0.1910034602076124,1445,1.0,138.0,0.5,0,1,1
1,0,848.0,231,1392.0,1,3025,0,0.9214133414559854,3283,0.1658291457286432,13.038793103448276,0.75,0,1,1
0,0,5617.0,1054,900.0,1,20678,0,5.911377930245855,3498,1.169811320754717,19.6,1.0,0,0,1
0,0,2279.0,844,973.0,1,15131,0,3.62679769894535,4172,0.86652977412731,17.906508875739647,1.0,0,0,0
1,0,1220.0,5,37.0,0,1768,0,0.4824010914051841,3665,0.131578947368421,294.6666666666667,0.25,0,0,0
0,0,4562.0,231,0.0,1,16380,0,5.445478723404255,3008,231.0,70.60344827586206,1.0,0,0,1
