default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,follower_friend_ratio,tweets_per_follower,profile_completeness,description_has_url,name_has_numbers,account_type_encoded
1,0,1951.0,6,43.0,0,2633,0,0.8916356247883508,2953,0.1363636363636363,376.1428571428572,0.25,0,1,0
1,0,666.0,28,40.0,0,910,0,0.3073286052009456,2961,0.6829268292682927,31.379310344827587,0.25,0,1,0
0,0,1876.0,43,0.0,0,2799,0,1.0786127167630055,2595,43.0,63.61363636363637,0.5,0,0,0
0,0,2314.0,49,87.0,1,3233,0,0.9260956745918076,3491,0.5568181818181818,64.66,0.75,0,1,0
0,0,428.0,21010,344.0,1,5020,1,1.723901098901099,2912,60.89855072463768,0.238922469182809,1.0,0,0,1
1,0,17019.0,96,145.0,0,1381,0,0.5409322365844105,2553,0.6575342465753424,14.237113402061857,0.5,0,0,1
1,0,799.0,16,12.0,0,1172,0,0.2654586636466591,4415,1.2307692307692308,68.94117647058823,0.5,0,1,0
1,0,21654.5,271,346.0,0,19460,0,6.610054347826087,2944,0.7809798270893372,71.54411764705883,0.5,0,1,1
0,0,21654.5,310,420.0,1,11102,0,5.972027972027972,1859,0.7363420427553444,35.69774919614148,1.0,0,0,1
0,0,14392.0,21010,2174.5,1,25776,1,6.125475285171103,4208,9.65754998850839,1.2267859692542002,1.0,1,0,1
0,0,21654.5,1835,2174.5,1,40853,0,13.066813538490877,3909,0.8434842564927603,22.251089324618736,1.0,0,0,1
0,0,322.0,121,101.0,1,23163,0,5.881919756221432,3938,1.1862745098039216,189.8606557377049,1.0,0,1,1
0,0,2175.0,21010,334.0,1,39887,1,9.899975179945397,4029,62.71641791044776,1.8983865594212557,1.0,0,0,1
0,0,2006.0,31,85.0,0,2679,0,0.6463208685162847,4145,0.3604651162790697,83.71875,0.75,0,0,1
1,0,9677.0,24,81.0,0,1246,0,1.110516934046346,1122,0.2926829268292683,49.84,0.25,0,1,1
1,1,34.0,0,0.0,0,37,0,0.0108029197080291,3425,0.0,37.0,0.0,0,0,0
0,0,21654.5,1672,389.0,1,40853,0,13.066813538490877,3465,4.287179487179487,24.41900777047221,1.0,0,0,1
1,0,49.0,31,142.0,1,2034,0,1.2201559688062389,1667,0.2167832167832167,63.5625,0.75,0,1,1
1,0,21654.5,512,355.0,1,40853,0,13.066813538490877,2393,1.4382022471910112,79.63547758284601,0.75,0,0,1
0,0,1105.0,21010,613.0,0,40853,1,13.066813538490877,2250,34.21824104234528,1.944362476797868,0.75,0,0,1
1,0,21654.5,96,383.0,0,1157,0,0.4558707643814026,2538,0.25,11.927835051546392,0.5,0,0,1
0,0,3146.0,21010,0.0,1,91,0,0.0222875336762184,4083,21010.0,0.0043310646804055,0.75,0,0,1
1,0,1053.0,40,592.0,0,1233,0,1.0275,1200,0.0674536256323777,30.07317073170732,0.5,0,1,0
0,0,20442.0,21010,2174.5,1,40853,1,13.066813538490877,4205,9.65754998850839,1.944362476797868,1.0,1,0,0
0,0,19.0,21010,95.0,0,10591,0,2.5204664445502143,4202,218.85416666666663,0.5040692970348865,0.75,0,0,0
1,1,1125.0,18,0.0,0,311,0,0.1216269065310911,2557,18.0,16.36842105263158,0.0,0,0,1
0,0,7531.0,384,226.0,1,40853,0,13.066813538490877,2909,1.6916299559471366,106.11168831168833,1.0,0,1,1
0,0,1418.0,21010,545.0,1,1984,0,0.5590307128768667,3549,38.47985347985348,0.0944267288563133,1.0,0,0,1
0,0,2784.0,21010,20.0,1,3995,1,0.9362549800796812,4267,1000.4761904761904,0.1901384988815382,0.75,0,0,1
0,0,179.0,48,104.0,0,1245,0,0.2998554913294797,4152,0.4571428571428571,25.40816326530612,0.75,0,1,1
0,0,179.0,3508,150.0,0,490,1,0.1726568005637773,2838,23.2317880794702,0.1396409233399829,0.5,0,0,1
1,0,21654.5,620,870.0,1,29993,0,13.066813538490877,1977,0.711825487944891,48.29790660225443,0.75,0,0,1
0,0,1651.0,1599,544.0,0,737,0,0.2275393640012349,3239,2.9339449541284406,0.460625,0.75,0,0,1
1,1,10.0,1,497.0,0,221,0,0.0622184684684684,3552,0.002008032128514,110.5,0.0,0,0,1
1,0,2196.0,143,381.0,1,1892,0,0.650171821305842,2910,0.3743455497382199,13.13888888888889,0.75,0,0,1
0,0,6327.0,18136,3.0,1,610,1,0.1952,3125,4534.0,0.0336329051110988,1.0,0,0,1
0,0,2472.0,3,44.0,0,3145,0,0.764277035236938,4115,0.0666666666666666,786.25,0.5,0,0,0
0,0,4901.0,1595,1249.0,1,6915,1,2.727810650887574,2535,1.276,4.332706766917293,1.0,0,0,1
0,0,1149.0,20126,264.0,1,2589,1,0.6596178343949045,3925,75.94716981132075,0.1286331793113727,1.0,0,0,1
0,0,6986.0,2605,628.0,1,9832,1,2.377750906892382,4135,4.141494435612083,3.772831926323868,1.0,0,0,1
1,0,1353.0,426,583.0,1,3764,0,1.3442857142857143,2800,0.7294520547945206,8.814988290398126,0.5,0,0,1
1,0,20.0,79,31.0,0,8054,0,1.9610421232042847,4107,2.46875,100.675,0.5,0,0,0
1,0,990.0,20,135.0,0,1177,0,0.2845056804447667,4137,0.1470588235294117,56.04761904761905,0.5,0,1,0
1,0,547.0,13,0.0,0,751,0,0.2343945068664169,3204,13.0,53.642857142857146,0.25,0,0,0
0,0,94.0,606,106.0,1,1205,0,0.2886919022520364,4174,5.663551401869159,1.985172981878089,1.0,0,0,1
1,0,1883.0,74,40.0,0,509,0,0.7049861495844876,722,1.804878048780488,6.786666666666667,0.25,0,0,1
0,0,3061.0,279,459.0,1,1538,0,0.3683832335329341,4175,0.6065217391304348,5.492857142857143,1.0,0,0,1
0,0,1862.0,221,121.0,0,3551,0,0.8692778457772338,4085,1.8114754098360653,15.995495495495495,0.5,0,1,1
1,0,129.0,8,0.0,0,31,0,0.0084422657952069,3672,8.0,3.4444444444444446,0.5,1,1,0
0,0,21654.5,3652,1131.0,1,33270,1,7.817199248120301,4256,3.2261484098939928,9.107582808650424,1.0,0,0,1
0,0,14811.0,311,323.0,1,19908,0,6.926931106471816,2874,0.9598765432098766,63.80769230769231,1.0,0,1,0
1,0,2289.0,32,168.0,1,3128,0,1.0868658790826964,2878,0.1893491124260355,94.78787878787878,0.5,0,1,0
1,0,179.0,5,0.0,0,28,0,0.0090177133655394,3105,5.0,4.666666666666667,0.5,1,1,0
0,0,1139.0,2,42.0,1,1746,0,0.6008258774948383,2906,0.0465116279069767,582.0,0.75,0,1,0
1,0,2359.0,23,69.0,0,3663,0,0.9594028287061288,3818,0.3285714285714285,152.625,0.5,0,1,0
1,0,19868.0,21010,2174.5,0,40853,0,13.066813538490877,3370,9.65754998850839,1.944362476797868,0.5,1,0,0
0,0,1950.0,48,126.0,1,2937,0,0.8867753623188406,3312,0.3779527559055118,59.93877551020408,0.75,0,0,0
0,0,2771.0,21010,1114.0,0,40853,0,10.838311019567456,4855,18.84304932735426,1.944362476797868,0.75,0,0,1
1,0,8433.0,797,844.0,0,40853,0,13.066813538490877,3157,0.9431952662721892,51.19423558897243,0.5,1,1,0
0,0,405.0,130,215.0,0,154,0,0.1932245922208281,797,0.6018518518518519,1.1755725190839694,0.75,0,0,1
1,0,1250.0,25,0.0,0,1951,0,0.5425472747497219,3596,25.0,75.03846153846153,0.5,0,1,0
0,0,6832.0,21010,647.0,0,2833,1,0.6874545013346275,4121,32.42283950617284,0.1348341345009756,0.75,0,0,1
0,0,17654.0,21010,1573.0,1,9160,1,2.418801161869553,3787,13.348157560355782,0.4359621150825758,1.0,0,0,1
0,0,1813.0,720,435.0,0,2373,0,2.159235668789809,1099,1.651376146788991,3.29126213592233,0.75,0,0,1
1,0,1786.0,49,247.0,1,474,0,0.2002534854245881,2367,0.1975806451612903,9.48,0.75,0,0,0
0,0,340.0,28,407.0,0,163,0,0.0443537414965986,3675,0.0686274509803921,5.620689655172414,0.75,0,1,0
0,0,140.0,21010,84.0,1,15152,1,3.809906965049032,3977,247.1764705882353,0.7211460663461996,1.0,0,0,1
0,0,3032.0,24,412.0,0,305,0,0.2100550964187328,1452,0.0581113801452784,12.2,0.75,1,0,0
0,0,1047.0,21010,25.0,0,2707,1,0.6810062893081761,3975,808.0769230769231,0.1288372757127219,0.75,0,0,1
1,0,1332.0,10,36.0,0,1335,0,0.9125085440874916,1463,0.2702702702702703,121.36363636363636,0.5,0,0,0
0,0,80.0,21010,2174.5,0,10442,0,3.873145400593472,2696,9.65754998850839,0.4969777735471896,0.75,0,0,1
1,0,21654.5,1033,890.0,1,40853,0,13.066813538490877,2890,1.159371492704826,39.509671179883945,0.75,0,0,1
1,0,845.0,18,27.0,0,1402,0,0.3378313253012048,4150,0.6428571428571429,73.78947368421052,0.25,0,1,1
1,0,25.0,0,0.0,0,197,0,0.1705627705627705,1155,0.0,197.0,0.5,0,1,0
1,0,1074.0,104,278.0,1,6216,0,2.223175965665236,2796,0.3727598566308244,59.2,0.75,0,1,1
0,0,12236.0,350,255.0,1,15108,0,5.351753453772583,2823,1.3671875,43.042735042735046,0.75,0,0,1
0,0,3107.0,1032,1573.0,1,39389,0,9.602389078498293,4102,0.6556543837357052,38.13068731848984,1.0,0,0,1
0,0,21654.5,707,956.0,0,40853,0,13.066813538490877,2051,0.7387669801462905,57.701977401129945,0.75,0,0,1
0,0,22.0,205,516.0,0,4916,0,1.2451874366767983,3948,0.3965183752417795,23.864077669902912,0.75,0,0,1
0,0,13140.0,4625,1232.0,1,4040,0,1.3019658395101514,3103,3.751013787510138,0.8733246865542585,1.0,0,0,1
0,0,6102.0,1147,33.0,1,2953,0,0.9193648816936488,3212,33.73529411764706,2.572299651567944,1.0,0,0,0
1,0,54.0,21010,79.0,0,13301,1,3.972819593787336,3348,262.625,0.6330493550997097,0.5,1,0,1
0,0,21654.5,21010,2174.5,1,40853,1,13.066813538490877,2865,9.65754998850839,1.944362476797868,1.0,0,0,1
1,0,1928.0,111,282.0,1,964,0,0.2321213580544185,4153,0.392226148409894,8.607142857142858,0.5,0,0,1
0,0,205.0,429,1609.0,1,35432,0,11.013988187752563,3217,0.2664596273291925,82.4,1.0,0,0,1
1,0,374.0,37,29.0,0,85,0,0.0491045638359329,1731,1.2333333333333334,2.236842105263158,0.5,1,1,0
1,0,15.0,1,0.0,0,162,0,0.1402597402597402,1155,1.0,81.0,0.25,0,1,0
0,0,13688.0,3652,2174.5,1,33721,0,6.891681994686286,4893,1.6786945529763273,9.23104297837394,1.0,0,0,1
0,0,757.0,75,285.0,0,1313,0,0.3944127365575248,3329,0.2622377622377622,17.276315789473685,0.5,0,0,1
0,0,1210.0,13,37.0,1,1513,0,0.5346289752650176,2830,0.3421052631578947,108.07142857142856,1.0,0,0,0
1,0,4367.0,240,189.0,1,10414,0,5.107405590975969,2039,1.263157894736842,43.21161825726141,0.5,0,1,0
0,0,10.0,21010,10.0,0,13209,0,4.170824123776445,3167,1910.0,0.6286706963019371,0.5,0,0,1
0,0,7717.0,21010,2174.5,0,18612,1,4.474038461538462,4160,9.65754998850839,0.8858217124363429,0.75,1,0,1
1,0,792.0,18800,2174.5,1,22976,0,8.039188243526942,2858,8.641691565157435,1.2220626562416892,0.75,0,0,1
0,0,14443.0,48,303.0,1,4760,0,1.442861473173689,3299,0.1578947368421052,97.14285714285714,1.0,0,1,1
1,0,2378.0,41,341.0,1,3453,0,0.9062992125984252,3810,0.1198830409356725,82.21428571428571,0.75,0,0,0
0,0,296.0,21010,557.0,1,2334,1,0.5703812316715543,4092,37.65232974910394,0.111084669934796,1.0,0,0,1
0,0,3465.0,194,339.0,0,659,0,0.2842968075927524,2318,0.5705882352941176,3.3794871794871795,0.75,0,0,1
0,0,159.0,21010,1439.0,0,26980,1,5.945350374614367,4538,14.59027777777778,1.2840892865641806,0.75,0,0,1
0,0,15559.0,19985,1098.0,1,6200,0,1.3817695564965455,4487,18.18471337579618,0.3102171520064045,1.0,0,0,1
0,0,21.0,8,91.0,0,26,0,0.0288568257491675,901,0.0869565217391304,2.888888888888889,0.75,0,0,1
1,0,367.0,336,127.0,0,1241,0,1.4363425925925926,864,2.625,3.6824925816023737,0.5,0,0,1
1,0,16916.0,467,320.0,0,16214,0,12.868253968253969,1260,1.4548286604361371,34.64529914529915,0.5,0,0,1
0,0,21654.5,11630,2174.5,0,40853,0,13.066813538490877,3346,5.345897494828775,3.512423695297051,0.75,0,1,1
0,0,9875.0,2126,2067.0,1,25797,1,6.155332856120258,4191,1.0280464216634428,12.128349788434416,1.0,0,0,1
0,0,2362.0,424,0.0,1,8028,0,2.3786666666666667,3375,424.0,18.889411764705883,1.0,0,0,0
0,0,14909.0,21010,2174.5,1,16488,0,5.28122998078155,3122,9.65754998850839,0.7847318071486364,1.0,0,0,1
1,0,1332.0,15,28.0,0,1332,0,0.910457963089542,1463,0.5172413793103449,83.25,0.5,0,1,0
0,0,16113.0,21010,2174.5,1,40853,1,10.822244046157625,4073,9.65754998850839,1.944362476797868,1.0,0,0,1
0,0,9620.0,21010,1500.0,1,27336,1,6.27116311080523,4359,13.997335109926716,1.301032792346866,1.0,0,0,1
0,0,13744.0,372,277.0,1,20772,0,7.190031152647975,2889,1.3381294964028776,55.689008042895445,0.75,0,0,1
0,0,3589.0,109,0.0,1,7127,0,2.5822463768115944,2760,109.0,64.7909090909091,1.0,0,0,0
0,0,3757.0,3800,1017.0,1,19168,1,4.651298228585294,4121,3.732809430255403,5.042883451723231,1.0,0,0,1
0,0,20348.0,264,1137.0,0,3388,0,0.9503506311360448,3565,0.2319859402460456,12.784905660377358,0.5,0,0,1
1,0,21654.5,185,214.0,0,30757,0,12.912258606213266,2382,0.8604651162790697,165.36021505376343,0.25,0,1,0
0,0,117.0,21010,16.0,0,5238,1,1.3131110554023564,3989,1235.8823529411766,0.2492979867688353,0.75,1,0,1
1,0,21654.5,1477,2174.5,1,10040,0,4.536827835517397,2213,0.6789243851988048,6.792963464140731,0.75,0,1,1
1,0,1260.0,6,198.0,0,2031,0,0.5558292282430214,3654,0.0301507537688442,290.1428571428572,0.5,0,0,0
